dunsNum,name,website,address,team,certifications,status,lastUpdated
802783266,"CONFIGURATION MANAGEMENT, INC.",,100 MATAWAN ROAD STE 120,['(none given)'],"['Hispanic American', 'Other Minority Owned', 'Woman Owned']",Expired,09/22/2011
185677341,PACIFIC PROTECTION SERVICES INC,,22144 CLARENDON ST STE 110,['(none given)'],['Self-Certified Small Disadvantaged Business'],Expired,11/23/2013
101271369,"C. S. Business Systems, Inc.",,1236 Main St,"['1. Michael I. Choo, President']","['Asian Pacific American', 'Other Minority Owned']",Active,08/19/2019
9027491,GRIFFITH RUBBER MILLS,,2625 NW INDUSTRIAL ST,['(none given)'],['Woman Owned'],Active,07/18/2019
963889469,Creative Systems and Consulting L.L.C.,https//www.creativesyscon.com,"8281 Greensboro Dr, Suite 200","['1. Vanitha Khera, 703-926 7679']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/19/2019
73377053,"ESPARZA'S WELDING AND MACHINE SHOP, INC.",,1002 MAIN ST,"['1. Tiberio R. Esparza, President']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Expired,05/20/2015
80470046,Newchip Inc.,,2015 S Interstate 35 Ste 115,['(none given)'],"['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Service-Disabled Veteran', 'Veteran']",Active,10/11/2019
609155387,"JLC ENVIRONMENTAL CONSULTANTS, INC",,243 W 30TH ST STE 701,['(none given)'],['Woman Owned'],Active,02/26/2019
78700931,Unmanned Innovation Inc.,,1045 Bryant St Ste 300,['(none given)'],[''],Expired,07/31/2015
60013641,"LIFESENSORS, INC.",http//www.lifesensors.com,271 GREAT VALLEY PKWY,"['1. Tauseef R. Butt, (no title given)']","['Other Minority Owned', 'Subcontinent Asian American']",Active,02/28/2019
99971652,ENTERPRISE LOGIC INC,,7457 HARWIN DR #208,['(none given)'],"['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American']",Active,02/26/2019
788124980,KMM Telecommunications Inc.,,1900 Lakeway Dr Ste 100,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/11/2019
119460280,"Applied Technology Services, Inc.",,11615 CROSSROADS CIR STE J,"['1. DANIELLE MARCHESE, PRESIDENT']","['Self-Certified Small Disadvantaged Business', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,10/03/2018
15138417,Atyeti Inc,,125 Village Blvd Ste 320,"['1. Prashanth Myadam, CEO\n2. Shashi Ramesh, CFO']",[''],Active,02/20/2019
129173949,"Ayoka, L.L.C.",,1161 CORPORATE DR W STE 303,"['1. K. Gordon, Manager\n2. E. Persaud, President']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American', 'Veteran']",Expired,04/18/2018
622000230,Cedar Concepts Corporation,,4100 S PACKERS AVE,['(none given)'],"['Black American', 'Other Minority Owned', 'Women-Owned Small Business', 'Woman Owned']",Expired,05/21/2020
21540125,"D AND S ENTERPRISES, INC.",,363 W CHUBBUCK RD,"['1. Donna Akers, President\n2. Sherman Akers, Vice President']","['Women-Owned Small Business', 'Woman Owned']",Active,11/06/2019
787057710,T. A. WOODS COMPANY,http//www.tawoods.com,6713 NETHERLANDS DR,"['1. Teresa Woods-Cox, Owner\n2. Brian Cox, Owner']","['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/17/2019
609272984,"Ologie, LLC",,447 E Main St Ste 122,['(none given)'],['Woman Owned'],Expired,04/19/2018
102401473,"TEXAN WASTE EQUIPMENT, INC.",,5900 WHEELER ST,['(none given)'],"['Hispanic American', 'Other Minority Owned']",Active,09/15/2019
170717552,"ICONSOFT, INC.",,101 Cambridge St Ste 360,"['1. Ravi K Meruva, President\n2. Dharma D Narayana, Vice-President']","['Asian Pacific American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,10/23/2018
790553093,"Precision Systems, Inc",http//www.psi-software.com,1355 Business Center Dr Ste C,"['1. Walter P. Johnson, President\n2. Susan J. Johnson, CEO']","['Women-Owned Small Business', 'Woman Owned']",Active,03/06/2019
7908585,Consolidated Supply Co.,,7337 Sw Kable Ln,['(none given)'],['Woman Owned'],Expired,07/18/2019
1783802,THE BAZAR GROUP INC,,793 WATERMAN AVE,['(none given)'],[''],Expired,02/25/2008
95822342,"MEMCO, INC.",http//memcosafety.com,296 CARLTON RD,"['1. Julie Middleton, President']","['Women-Owned Small Business', 'Woman Owned']",Active,08/28/2019
826339103,"B & J FOOD SERVICE EQUIPMENT, INC.",,236 N 7TH ST,['(none given)'],[''],Expired,11/29/2011
2230456,"Endicott Precision, Inc.",,1328-30 Campville Rd,"['1. Manuel Oliveira, President\n2. Dolores Oliveira, Secretary']","['Hispanic American', 'Other Minority Owned']",Active,07/25/2019
15538811,"Marathon Reprographics, Inc",http//www.mysmartplans.com,901 N 8th St,"['1. Shelley Armato, President\n2. Dominick armato, Vice-President']","['Self-Certified Small Disadvantaged Business', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/17/2019
844744623,"John Galt Staffing, Inc.",,77 S Bedford St Ste 325,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Active,09/25/2018
97737571,AUBURN MANUFACTURING INCORPORATED,http//www.auburnmfg.com,34 WALKER RD,"['1. KATHIE M. LEONARD, PRESIDENT']","['Women-Owned Small Business', 'Woman Owned']",Active,02/21/2019
53058558,"SPOKANE HOUSE OF HOSE, INC.",,5520 E SPRAGUE AVE,"['1. LARRY HAYDEN, OWNER/PRESIDENT']","['Women-Owned Small Business', 'Woman Owned']",Active,12/23/2019
168834591,"Strata-G Solutions, Inc.",,4901 Gilmer Dr,"['1. Devin Whitaker, President']","['Native American', 'Other Minority Owned', 'Women-Owned Small Business', 'Woman Owned']",Active,08/24/2019
80130091,"North Wind Infrastructure And Technology, LLC",https//www.northwindgrp.com,1075 S Utah Ave Ste 200,"['1. Cook Inlet Region, Inc., Owner']","['Alaskan Native Corporation Owned Firm', 'Native American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/12/2019
91967299,KEITH TITUS CORPORATION,,2758 TROMBLEY RD,['(none given)'],['Woman Owned'],Expired,01/26/2012
79455065,B&H INTERNATIONAL LLC,,4600 ASHE RD STE 311,"['1. tasneem katabji, Partner / CEO\n2. shabbir katabji, VP operations']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American', 'Women-Owned Small Business', 'Woman Owned']",Active,07/24/2019
49986532,Wittichen Supply Company,,2912 3RD AVE N,['(none given)'],[''],Active,04/01/2019
2800345,POLYZEN INC,http//www.polyzen.com,1041 CLASSIC RD,"['1. Tilak M. Shah, President']","['Asian Pacific American', 'Other Minority Owned']",Expired,09/22/2010
839227220,"MONTANA DATACOM, INC.",https//www.montanadata.com,35-15 11TH ST,"['1. jennifer muhlrad, president']","['Women-Owned Small Business', 'Woman Owned']",Active,02/27/2019
59244442,"Valverde Construction, Inc.",,10936 SHOEMAKER AVE,"['1. Joe Valverde, President\n2. Edward Valverde, Vice President\n3. Christopher J. Valverde, Vice President\n4. Ahron Valverde, Secretary\n5. Michael Valverde, Treasurer']","['Hispanic American', 'Other Minority Owned', 'Service-Disabled Veteran', 'Veteran']",Active,04/01/2019
781644828,"BLEND PAK, INC.",,10039 HIGH GROVE RD,['(none given)'],['Woman Owned'],Expired,11/05/2005
826190001,American Textile Systems,,10631 Hathaway Dr,"['1. Lakshman Nathan, President\n2. Lakshman Nathan, Secretary\n3. Laksman Nathan, Chief Financial Officer\n4. Laksman Nathan, Vice President']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American']",Active,10/10/2019
869191916,"Stay Online, LLC",,1506 Ivac Way,['(none given)'],"['Hispanic American', 'Other Minority Owned', 'Woman Owned']",Expired,08/23/2018
807706929,"ALTERNATIVE FUEL DISTRIBUTORS, INC.",http//www.AltFuelDistributors.com,218 HAWTHORNE LN,['(none given)'],"['Black American', 'Other Minority Owned']",Expired,10/14/2011
92339829,WHITEHILL MFG. CORP.,,2540 GREEN ST STE 1,"['1. MR A. SIMEON WHITEHILL, PRESIDENT\n2. MR WILLIAM SCHWINDT, PRODUCT ENGINEER']","['Women-Owned Small Business', 'Woman Owned']",Active,08/10/2019
181140781,"CCINTEGRATION, INC.",,2060 CORPORATE CT,['(none given)'],['Self-Certified Small Disadvantaged Business'],Active,07/11/2019
67676874,"WHITING SYSTEMS, INC.",http//www.whitingsystems.com,9000 HIGHWAY 5 N,"['1. Patrica A Whiting, Treasurer\n2. Donel R Whiting, C.E.O.']",['Woman Owned'],Active,07/17/2019
28473634,H2-Pharma LLC,,2010 Berry Chase Place,['(none given)'],[''],Expired,03/22/2018
117273813,"VENTURA MANUFACTURING, INC.",,471 E ROOSEVELT AVE STE 100,['(none given)'],"['Hispanic American', 'Other Minority Owned', 'Woman Owned']",Expired,05/04/2010
153642020,"GALLEGOS SANITATION, INC.",,1941 HEATH PKWY STE 2,['(none given)'],"['Hispanic American', 'Other Minority Owned']",Active,07/12/2019
197712797,"C & G Containers, Inc.",http//[email protected],2202 I-49 N SERVICE RD,"['1. Gale Breaux, President']",[''],Active,02/21/2019
780020012,"BMI, INC.",,600 S 7TH ST,['(none given)'],['Veteran'],Expired,10/30/2018
34445312,"THOMPSON PACKERS, INC",,550 CARNATION ST,['(none given)'],['Woman Owned'],Expired,01/05/2007
118903269,Magic Valley Concrete LLC,,3609 W Palma Vista Dr,['(none given)'],[''],Active,07/11/2019
829505515,"Waterfront Promotional Merchandising, LLC",,139 Harbor Rd,"['1. Joseph Troy III, Managing Partner\n2. Tracy Troy, Managing Partner']",[''],Expired,09/12/2017
121001945,"Aspen Systems, Inc.",,184 Cedar Hill St,"['1. KANG P LEE, PRESIDENT\n2. Hamed Borhanian, Director']","['Asian Pacific American', 'Other Minority Owned']",Active,02/28/2019
80226122,"Black Lake Security, LLC",http//www.blacklakesecurity.com,2900 Quinlan Park Rd,"['1. Tanya Jones, Company Manager']","['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Expired,10/18/2018
785162392,Logic20/20 Inc.,,1501 1st Ave S Ste 310,['(none given)'],"['Other Minority Owned', 'Subcontinent Asian American']",Active,09/18/2019
91450627,"Revco Lighting And Electrical Supply, Inc.",,360 County Rd 39 A,['(none given)'],[''],Not Fully Registered in SAM,12/20/2019
78305597,Koniag Information Security Services LLC,,3800 Centerpoint Dr Ste 502,"['1. Koniag Government Services, LLC, Parent']","['Alaskan Native Corporation Owned Firm', 'Native American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/17/2019
877270926,NOVA ORTHO-MED INC.,,1470 BEACHEY PL,['(none given)'],"['Asian Pacific American', 'Other Minority Owned', 'Women-Owned Small Business', 'Woman Owned']",Active,09/15/2019
34739250,"MCNUTT OIL COMPANY, INC.",,1817 W LAMAR ALEXANDER PKWY,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/26/2019
27159718,Tinyhr Inc.,,18 W MERCER ST STE 100,['(none given)'],"['Asian Pacific American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,08/28/2019
808209667,Abpro Corporation,,68 Cummings Park Dr,['(none given)'],"['Asian Pacific American', 'Other Minority Owned']",Active,02/27/2019
65178808,"Jenkins, Gales & Martinez, Inc.",,6033 W Century Blvd Ste 601,"['1. Earl E. Gales, Jr., Chairman/CEO']","['Black American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/12/2019
57242037,"Emerald Aerospace Holdings, Llc",,4174 S Oliver St,['(none given)'],"['Asian Pacific American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Expired,07/11/2016
883533879,DMS PHARMACEUTICAL GROUP INC.,http//www.dmspharma.com,810 BUSSE HWY,"['1. Angie Lazich, Chairwoman']","['Women-Owned Small Business', 'Woman Owned']",Active,02/22/2019
73721151,"ASHLEY STEEL, INC",http//www.ashleysteel.com/,139 HANNIFORD DR STE B,"['1. PHYLLIS HANNIFORD, PRESIDENT\n2. J. ASHLEY SEABROOK, VP-SALES/TRESURER\n3. SHAWN C. ADKINS, VP-INSTALLATION']",['Woman Owned'],Expired,02/13/2012
81740776,Astyra Corporation,,411 E FRANKLIN ST STE 105,"['1. Ken Ampy, CEO\n2. Sam Young, President']","['Black American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/26/2019
78399977,Cynet Systems Inc.,https//www.cynetsystems.com,21000 Atlantic Blvd Ste 700,['(none given)'],['Subcontinent Asian American'],Active,08/11/2020
611770413,"TIME STRIPING, INC.",,5439 ARKHOLA RD,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/27/2019
39559541,"DJM Partners, Inc.",,2209 EXECUTIVE DR,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Woman Owned']",Active,10/04/2019
11403326,"SOFTWARE GUIDANCE & ASSISTANCE, INC.",,200 WHITE PLAINS RD,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Woman Owned']",Expired,08/10/2018
929426005,Global Enterprise Technologies Corp.,https//getgroupna.com/,230 Third Ave,['(none given)'],['Woman Owned'],Active,02/26/2019
31501866,"Globo Language Solutions, LLC",https//www.helloglobo.com/,145 Greenwood Ave,"['1. Gene Schriver, Chief Executive Officer']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/27/2019
94404860,"CROSBY-BROWNLIE, INC.",,100 NASSAU ST,['(none given)'],[''],Expired,02/16/2018
829690713,"VANTAGE PARTNERS, LLC",,10210 GREENBELT RD STE 400,['(none given)'],"['Black American', 'Other Minority Owned']",Active,07/17/2019
27800528,First State Manufacturing Inc.,,301 SE 4TH ST,"['1. Cheryl Valenzuela, Vice President\n2. Eliseo Valenzuela Jr., President']","['Hispanic American', 'Self-Certified Small Disadvantaged Business', 'Service-Disabled Veteran', 'Veteran']",Active,07/11/2019
25348462,"Malark Logistics, Inc.",,9100 85th Ave N,"['1. SHERYL MALARK, PRESIDENT\n2. DOUG MALARK, VP OF MARKETING']","['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/27/2019
151382793,ERGONOMIC GROUP INC.,,609 CANTIAGUE ROCK RD UNIT 3,"['1. Kim Girards, (no title given)']",['Woman Owned'],Expired,01/08/2014
844215975,"MEDRP INTERNATIONAL, INC.",,810 CRESCENT CENTRE DR STE 170,"['1. John Maganini, COO\n2. Mary Farling, CEO/President']","['Self-Certified Small Disadvantaged Business', 'Woman Owned']",Expired,02/15/2011
21258173,"Hackbarth Delivery Service, Inc.",,3504 Brookdale Dr N,['(none given)'],['Woman Owned'],Active,08/28/2019
606445013,"Worldcom Exchange, Inc.",,43 Northwestern Dr.,['(none given)'],"['Hispanic American', 'Other Minority Owned']",Active,09/25/2018
84449552,"WARE DISPOSAL, INC.",,1035 E 4TH ST,['(none given)'],['Woman Owned'],Active,08/03/2019
174811349,CARTONCRAFT INC,http//www.cartoncraftinc.com,2900 DUKANE DR STE #2,"['1. Felipe (Tony) Reyes, Chairman/CEO/President\n2. Lee Haggas, CFO']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Expired,09/23/2011
878712157,Cooper Recycling LLC,,964 Airport Rd,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Veteran', 'Women-Owned Small Business', 'Woman Owned']",Active,10/30/2018
60100195,First General Realty Corp,,93 Union St Ste 315,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,01/22/2021
19432026,"Cloudwick Technologies, Inc.",,39899 Valentine Dr Ste 350,"['1. Maninder Chhabra, Owner']","['Asian Pacific American', 'Other Minority Owned']",Expired,02/19/2019
94901741,"INDUSTRIAL REFRIGERATION SERVICE, INC.",,1116 MIDDLE RIVER RD STE K,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Active,10/31/2018
80014331,"Full Harvest Technologies, Inc.",,938 Sanchez St,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Expired,04/30/2018
13188409,"Ignite Fueling Innovation, Inc.",http//www.ignitenow.net,530C Discovery Dr,"['1. Jason Shelton, Chief Executive Officer']","['Self-Certified Small Disadvantaged Business', 'Service-Disabled Veteran', 'Veteran']",Active,02/26/2019
832091917,"CRYOWORKS, INC.",,3309 Grapevine St,"['1. Timothy Mast, Vice President\n2. Donna Mast, President']",[''],Active,11/12/2019
10770139,"J.C. Smith, Inc.",https//www.jcsmithinc.com,345 Peat St,"['1. Joanne C Reed, CEO\n2. Jeffrey C Smith, Vice President']",['Self-Certified Small Disadvantaged Business'],Active,07/27/2019
835550328,"Kathcart Open Systems And Consulting, Inc.",https//www.dimension-systems.com/,16000 BOTHELL EVERETT HWY STE 1001,['(none given)'],['Woman Owned'],Active,07/18/2019
622824647,"EASTERN METAL SUPPLY OF NORTH CAROLINA, INC",,2925 STEWART CREEK BLVD,['(none given)'],[''],Expired,01/20/2007
31760697,"FERREIRA CONSTRUCTION CO., INC.",,31 TANNERY RD,['(none given)'],"['Hispanic American', 'Other Minority Owned']",Active,07/12/2019
883862786,"Hugo Neu Recycling, LLC",,249 E Sandford Blvd,['(none given)'],"['Subcontinent Asian American', 'Woman Owned']",Expired,05/19/2014
27007988,"ARNOLD REFRIGERATION, INC.",,1122 N CHERRY ST,"['1. Lee Livingston, Exec VP\n2. Ron Malek, President']",[''],Active,09/15/2019
73287807,Lake Group Media Inc.,,1 Byram Brook Pl,['(none given)'],[''],Expired,01/23/2017
60647186,"Saviynt, Inc.",,1301 E El Segundo Blvd Ste D,['(none given)'],"['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American', 'Woman Owned']",Active,03/18/2019
791152460,"Amtis, Inc.",http//www.amtisinc.com,12124 High Tech Ave Ste 150,"['1. Donald Jones, CEO/President\n2. John Folino, COO']","['Black American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/28/2019
40980596,Hodge Inc,,402 HOLIDAY DR,['(none given)'],"['Native American', 'Other Minority Owned']",Expired,03/03/2017
807420828,"Bard Manufacturing Company, Inc.",,1914 Randolph Dr,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Woman Owned']",Active,07/26/2019
19791364,SimpliPhi Power Inc.,,420 Bryant Circle Ste A & B,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Expired,05/09/2017
363491056,"Accel International Holdings, Inc.",,508 N Colony St,['(none given)'],"['Asian Pacific American', 'Other Minority Owned']",Active,07/27/2019
839245552,"Concord Components, Inc.",,1700 Industrial Dr,['(none given)'],"['Hispanic American', 'Other Minority Owned', 'Women-Owned Small Business', 'Woman Owned']",Active,07/18/2019
883519217,"G. STEPHENS, INC.",,133 N SUMMIT ST,"['1. Glen L. Stephens, President']","['Black American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,10/24/2018
57421463,"TEXAS INDUSTRIAL SECURITY, INC.",,101 SUMMIT AVE STE 404,"['1. Kathryn Hansen, President\n2. Erik Hansen, Exec. Vice President']","['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/26/2019
962676958,Etezazi Industries Inc.,http//www.etezazi-industries.com,2101 E 21st St N,"['1. Masoud Etezazi, President']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/27/2019
1173434,P. G. S. Inc,,1600 E Big Beaver Rd,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Active,02/25/2019
618393466,"Talent Plus, Inc.",,One Talent Plus Way,['(none given)'],[''],Active,09/17/2020
969622497,"Iron Systems, Inc.",http//www.ironsystems.com/,980 Mission Ct,"['1. Billy Bath, (no title given)']","['Asian Pacific American', 'Other Minority Owned']",Active,07/18/2019
64092356,"Great Lakes Power Products, Inc.",,7455 Tyler Blvd,['(none given)'],[''],Active,07/11/2019
44559375,"HOLLAND SUPPLY, INC.",http//www.hollandsupplyinc.com,1326 LINCOLN AVE,['(none given)'],[''],Active,07/18/2019
153951637,"Coast Aerospace Manufacturing, Inc.",,950 S Richfield Rd,"['1. Louis Ponce, President\n2. Frank Fleck, V.P. Operations']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,03/14/2019
556921620,Anasys Instruments Corp.,,325 Chapala St.,['(none given)'],"['Other Minority Owned', 'Subcontinent Asian American']",Expired,03/05/2018
43895312,"StoneFly, Inc.",http//www.dnfcorp.com,26250 Eden Landing Rd,"['1. Mohammad Tahmasebi, President & CEO\n2. Macy Tafreshian, CFO']","['Women-Owned Small Business', 'Woman Owned']",Active,07/18/2019
121710164,L & T PRECISION CORPORATION,http//www.ltprecision.com,12105 KIRKHAM RD,"['1. LOC NGUYEN, PRESIDENT | TREASURER/CFO | SHAREHOLDER\n2. TIEN DOAN NGUYEN, SECRETARY | SHAREHOLDER | DIRECTOR\n3. THO NGUYEN MORA, VICE PRESIDENT\n4. JUAN MORA, VICE PRESIDENT']","['Self-Certified Small Disadvantaged Business', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,07/13/2019
52702750,"ARIZONA STATE TRAILER SALES, INC.",,2038 N COUNTRY CLUB DR,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Woman Owned']",Active,08/20/2019
788627466,"Kerberos International, Inc.",,19 N Main St Ste 2711,"['1. Myra Dawn Cole, President']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,11/17/2019
39973185,SOUTH TULARE RICHGROVE REFUSE,,20586 AMES DR,['(none given)'],"['Hispanic American', 'Other Minority Owned']",Expired,04/15/2011
79568209,"Liftforward, Inc.",https//www.liftforward.com,180 Maiden Ln Fl 10,"['1. Jeffrey Rogers, President']","['Black American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/25/2019
832987007,LOOP1 SYSTEMS INC,,405 BRUSHY CREEK RD,['(none given)'],[''],Active,08/16/2019
801045600,"JOHNSON BRYCE, INC.",,276 S PARKWAY W,['(none given)'],"['Black American', 'Other Minority Owned', 'Veteran']",Expired,10/11/2011
186166146,"Direct Mail Express, Inc.",,2441 Bellevue Ave,['(none given)'],[''],Active,02/24/2019
796342371,"Super Talent Technology, Corp.",http//www.supertalent.com,2077 N Capitol Ave,['(none given)'],"['Asian Pacific American', 'Other Minority Owned']",Active,12/04/2019
90068560,"Puerto Rico Wire Products, Inc.",,Corujo Industrial Pk Rd 866,"['1. Angel Busquet, Controller']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,03/15/2019
161771535,"American Canyon Solutions, Inc.",https//www.brookstoneesd.com,413 Gateway Rd W,"['1. Lori Mabe, President']","['Women-Owned Small Business', 'Woman Owned']",Active,06/05/2020
175222587,"CORPORATE COMPUTER SOLUTIONS, INC",,55 HALSTEAD AVE,['(none given)'],['Woman Owned'],Expired,07/05/2017
57449407,"CASHWELL APPLIANCE PARTS, INC.",,3485 CLINTON RD,"['1. Darrell Staton, Asst. Sec/Trea\n2. Judy Cashwell, PRESIDENT\n3. Larry Williams, Vice President\n4. Rhonda Faircloth, Vice President\n5. Susan Williams, Vice President']","['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Active,03/06/2019
2253979,"City Electric Company, Inc.",http//www.cityelectricweb.com,450 TRACY ST,"['1. Sandra Rosecrans, President\n2. James Czaplicki, CFO\n3. Andrew Esce, Vice President Operations']",['Woman Owned'],Expired,09/28/2017
612878772,"WRIGGLESWORTH ENTERPRISES, INC.",,3516 S COLLEGE RD,['(none given)'],"['Women-Owned Small Business', 'Woman Owned']",Active,07/11/2019
58671504,"Gamma Engineering, Inc.",,601 Airport Dr,"['1. Sue Bontke, President\n2. Richard Bontke, Vice President']","['Women-Owned Small Business', 'Woman Owned']",Expired,03/17/2017
22579885,"CASTER CONNECTION, INC",http//www.casterconnection.com,2380 INTERNATIONAL ST,"['1. Sally Hughes, CEO/President']","['Women-Owned Small Business', 'Woman Owned']",Expired,02/28/2018
129788274,"Circuitronix, LLC",,3131 SW 42 St,"['1. Rishi Kukreja, Principal']","['Asian Pacific American', 'Other Minority Owned']",Active,03/14/2019
79353535,"ECOM Medical, Inc.",http//ecommedical.com,27127 Calle Arroyo Ste 1905,"['1. Guy Lowery, President\n2. Conbmed Corporation, Shareholder']",[''],Active,07/28/2019
62225099,"Elliott's Tennessee Boot Company, LLC",https//elliottsboots.com/location,3911 Western Ave,['(none given)'],[''],Active,07/19/2019
78621360,"Signature Automation, LLC",,14677 Midway Rd Ste 212,"['1. Henry Hidalgo, President\n2. Kevin Patel, Vice President\n3. Brett Whitaker, Vice President']","['Hispanic American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,03/08/2019
17115193,Alliance Pharma Inc,http//www.alliancepharmaco.com,17 Lee Blvd,"['1. Thomas Kohl, President']","['Asian Pacific American', 'Other Minority Owned']",Active,03/20/2019
788496755,"PROGENYHEALTH, Inc.",,450 PLYMOUTH RD STE 200,"['1. Ellen Stang, CEO']","['Self-Certified Small Disadvantaged Business', 'Women-Owned Small Business', 'Woman Owned']",Expired,10/03/2017
122716371,"Clearedge It Solutions, LLC",,10620 Ne Guilford Rd Ste 200,"['1. Christine Puglisi, President & CEO']","['Women-Owned Small Business', 'Woman Owned']",Active,07/12/2019
44794766,"KCW Engineering Technologies, Inc.",,810 Landmark Dr Ste #215,['(none given)'],"['Self-Certified Small Disadvantaged Business', 'Economically Disadvantaged Women-Owned Small Business', 'Women-Owned Small Business', 'Woman Owned']",Active,10/31/2018
24859707,"Avasant, LLC",http//www.avasant.com,1960 E Grand Ave Ste 1050,['(none given)'],"['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American']",Active,07/26/2019
58630849,SEA WIRE AND CABLE INC,http//www.sea-wire.com,451 LANIER RD,"['1. Bob Wills, CEO\n2. Dana Griffin, President\n3. Jerry Sandlin, Sales Manager\n4. Joyce Griffin, Vice President\n5. Marty Clark, Operations Manager']","['Women-Owned Small Business', 'Woman Owned']",Active,04/01/2019
6057090,"Bloom Companies, LLC",http//www.bloomcos.com,10501 W Research Dr Ste 100,"['1. Mathew P. Tharaniyil, President\n2. Yakov N. Nenaydykh, Vice President']","['Other Minority Owned', 'Self-Certified Small Disadvantaged Business', 'Subcontinent Asian American']",Active,11/01/2018
13191994,"GRENO INDUSTRIES, INC.",http//www.greno.com,2820 AMSTERDAM RD,"['1. Eileen Guarino, President\n2. Robert Golden, CEO\n3. Vincent Guarino, Chairman of Board\n4. Karen Golden, Secretary\n5. Karla Lenonard, Shareholder\n6. Arlene Guarino, Shareholder']","['Women-Owned Small Business', 'Woman Owned']",Active,02/21/2019
829601645,"BarnAllen Technologies, Inc.",http//www.barnallen.com,1700 Rockville Pike Ste 300,"['1. Gordon Barnaby, President & CEO']","['Black American', 'Other Minority Owned', 'Self-Certified Small Disadvantaged Business']",Active,07/31/2019
28855872,"Wiggins Lift Co., Inc.",http//wigginslift.com/,2571 Cortez St,"['1. Michele McDowell, CEO']","['Women-Owned Small Business', 'Woman Owned']",Active,07/17/2019
